Date,Settle,Relative Value
2019-11-07,17.01,17.36579111047621
2019-11-06,17.598,17.36579111047621
2019-11-05,17.567999999999998,17.36579111047621
2019-11-04,18.066,17.36579111047621
2019-11-01,18.052,17.36579111047621
2019-10-31,18.067,17.41942914809523
2019-10-30,17.867,17.41942914809523
2019-10-29,17.831,17.41942914809523
2019-10-28,17.875999999999994,17.41942914809523
2019-10-25,17.926,17.41942914809523
2019-10-24,17.804000000000006,17.63795548444444
2019-10-23,17.58,17.63795548444444
2019-10-22,17.5,17.63795548444444
2019-10-21,17.602,17.63795548444444
2019-10-18,17.578,17.63795548444444
2019-10-17,17.612000000000005,18.11723192888888
2019-10-16,17.427,18.11723192888888
2019-10-15,17.384,18.11723192888888
2019-10-14,17.71,18.11723192888888
2019-10-11,17.544,18.11723192888888
2019-10-10,17.602,17.52170364761904
2019-10-09,17.81,17.52170364761904
2019-10-08,17.7,17.52170364761904
2019-10-07,17.54,17.52170364761904
2019-10-04,17.625,17.52170364761904
2019-10-03,17.676,17.576124132063487
2019-10-02,17.683,17.576124132063487
2019-10-01,17.302,17.576124132063487
2019-09-30,16.998,17.576124132063487
2019-09-27,17.652,17.576124132063487
2019-09-26,17.801,17.774346629206327
2019-09-25,17.962,17.774346629206327
2019-09-24,18.517,17.774346629206327
2019-09-23,18.6,17.774346629206327
2019-09-20,17.738,17.774346629206327
2019-09-19,17.773,18.21202236253969
2019-09-18,17.795,18.21202236253969
2019-09-17,18.016,18.21202236253969
2019-09-16,17.901,18.21202236253969
2019-09-13,17.436,18.21202236253969
2019-09-12,18.041,17.76389773142857
2019-09-11,18.031,17.76389773142857
2019-09-10,18.041,17.76389773142857
2019-09-09,18.019,17.76389773142857
2019-09-06,17.968,17.76389773142857
2019-09-05,18.656,17.37295418666667
2019-09-04,19.391,17.37295418666667
2019-09-03,19.079,17.37295418666667
2019-08-30,18.185,17.37295418666667
2019-08-29,18.167,17.088413866666674
2019-08-28,18.318,17.088413866666674
2019-08-27,18.153,17.088413866666674
2019-08-26,17.641,17.088413866666674
2019-08-23,17.413,17.088413866666674
2019-08-22,17.04,16.944382155238102
2019-08-21,17.151,16.944382155238102
2019-08-20,17.148,16.944382155238102
2019-08-19,16.94,16.944382155238102
2019-08-16,17.122,16.944382155238102
2019-08-15,17.214000000000002,16.66897826666664
2019-08-14,17.28,16.66897826666664
2019-08-13,16.985,16.66897826666664
2019-08-12,17.070999999999998,16.66897826666664
2019-08-09,16.930999999999994,16.66897826666664
2019-08-08,16.936,17.67847119333332
2019-08-07,17.195999999999998,17.67847119333332
2019-08-06,16.445,17.67847119333332
2019-08-05,16.393,17.67847119333332
2019-08-02,16.27,17.67847119333332
2019-08-01,16.18,16.595385600000007
2019-07-31,16.405,16.595385600000007
2019-07-30,16.558,16.595385600000007
2019-07-29,16.368,16.595385600000007
2019-07-26,16.325,16.595385600000007
2019-07-25,16.339000000000002,15.751965299999979
2019-07-24,16.554000000000002,15.751965299999979
2019-07-23,16.405,15.751965299999979
2019-07-22,16.34,15.751965299999979
2019-07-19,16.117,15.751965299999979
2019-07-18,16.12,15.078341445238085
2019-07-17,15.893,15.078341445238085
2019-07-16,15.6,15.078341445238085
2019-07-15,15.29,15.078341445238085
2019-07-12,15.161,15.078341445238085
2019-07-11,15.067,15.24284927095238
2019-07-10,15.147,15.24284927095238
2019-07-09,15.068,15.24284927095238
2019-07-08,14.972,15.24284927095238
2019-07-05,14.918,15.24284927095238
2019-07-03,15.252,16.214004847619034
2019-07-02,15.154000000000002,16.214004847619034
2019-07-01,15.106,16.214004847619034
2019-06-28,15.253,16.214004847619034
2019-06-27,15.205,15.032503292380937
2019-06-26,15.294,15.032503292380937
2019-06-25,15.3,15.032503292380937
2019-06-24,15.377,15.032503292380937
2019-06-21,15.29,15.032503292380937
2019-06-20,15.492,15.024609163809513
2019-06-19,14.958,15.024609163809513
2019-06-18,14.993,15.024609163809513
2019-06-17,14.829,15.024609163809513
2019-06-14,14.803,15.024609163809513
2019-06-13,14.892,14.6878843247619
2019-06-12,14.753,14.6878843247619
2019-06-11,14.74,14.6878843247619
2019-06-10,14.639,14.6878843247619
2019-06-07,15.031,14.6878843247619
2019-06-06,14.905,14.55177647444445
2019-06-05,14.791,14.55177647444445
2019-06-04,14.769,14.55177647444445
2019-06-03,14.74,14.55177647444445
2019-05-31,14.567,14.55177647444445
2019-05-30,14.491,14.59674591666667
2019-05-29,14.372,14.59674591666667
2019-05-28,14.281,14.59674591666667
2019-05-24,14.52,14.59674591666667
2019-05-23,14.577,14.748134493809525
2019-05-22,14.414,14.748134493809525
2019-05-21,14.373,14.748134493809525
2019-05-20,14.409,14.748134493809525
2019-05-17,14.348,14.748134493809525
2019-05-16,14.479,14.709589079682535
2019-05-15,14.752,14.709589079682535
2019-05-14,14.752,14.709589079682535
2019-05-13,14.713,14.709589079682535
2019-05-10,14.726,14.709589079682535
2019-05-09,14.707,14.653053605873016
2019-05-08,14.792,14.653053605873016
2019-05-07,14.86,14.653053605873016
2019-05-06,14.857,14.653053605873016
2019-05-03,14.907,14.653053605873016
2019-05-02,14.54,14.945623004761885
2019-05-01,14.645,14.945623004761885
2019-04-30,14.9,14.945623004761885
2019-04-29,14.844,14.945623004761885
2019-04-26,15.002,14.945623004761885
2019-04-25,14.861,15.102332862857137
2019-04-24,14.898,15.102332862857137
2019-04-23,14.773,15.102332862857137
2019-04-22,14.957,15.102332862857137
2019-04-18,14.937,15.102332862857137
2019-04-17,14.921,15.102332862857137
2019-04-16,14.890999999999998,15.102332862857137
